id,score_phrase,title,platform,score,genre,editors_choice,release_year,release_month,release_day
322,Okay,Family Guy: Back to the Multiverse,Xbox 360,6.0,Adventure,N,2012,11,27
323,Okay,Family Guy: Back to the Multiverse,PlayStation 3,6.0,Adventure,N,2012,11,27
324,Mediocre,Little Inferno,PC,5.0,Puzzle,N,2012,11,27
325,Mediocre,Little Inferno,Wii U,5.0,Puzzle,N,2012,11,27
326,Amazing,The Walking Dead -- Game of the Year Edition,PlayStation 3,9.3,Adventure,Y,2012,12,12
327,Amazing,The Walking Dead -- Game of the Year Edition,Xbox 360,9.3,Adventure,Y,2012,12,12
328,Amazing,The Walking Dead: A Telltale Game Series -- Season One,iPad,9.3,Adventure,Y,2012,12,12
329,Amazing,Minigore 2: Zombies,iPhone,9.1,Shooter,Y,2012,12,12
330,Mediocre,Jet Set Radio,iPhone,5.6,Action,N,2012,12,12
331,Good,Forge,PC,7.0,Shooter,N,2012,12,12
332,Okay,Nancy Drew: The Deadly Device,PC,6.8,Adventure,N,2012,12,11
333,Good,Into the Dead,iPhone,7.0,Action,N,2012,12,10
334,Mediocre,Just Dance 4,Wii U,5.3,Music,N,2012,12,10
335,Okay,Borderlands 2: Sir Hammerlock's Big Game Hunt,PC,6.9,"Shooter, RPG",N,2013,1,15
336,Okay,Borderlands 2: Sir Hammerlock's Big Game Hunt,PlayStation 3,6.9,"Shooter, RPG",N,2013,1,15
337,Great,DmC: Devil May Cry,PC,8.9,Action,Y,2013,1,14
338,Great,Unchained Blades,Nintendo 3DS,8.0,RPG,N,2013,1,14
339,Great,DmC: Devil May Cry,PlayStation 3,8.5,Action,Y,2013,1,14
340,Good,The Earth Defense Force 2017 Portable,PlayStation Vita,7.5,Action,N,2013,1,14
341,Bad,007 Legends,Wii U,4.2,Action,N,2013,1,14
342,Mediocre,Wraithborne,iPhone,5.2,Action,N,2012,11,21
343,Amazing,Persona 4 Golden,PlayStation Vita,9.3,RPG,Y,2012,11,21
344,Amazing,Call of Duty: Black Ops II,Wii U,9.3,Shooter,Y,2012,11,21
345,Mediocre,Rabbids Land,Wii U,5.0,Party,N,2012,11,21
346,Good,Tekken Tag Tournament 2: Wii U Edition,Wii U,7.5,Fighting,N,2012,11,21
347,Amazing,Far Cry 3,PC,9.0,Shooter,Y,2012,11,21
348,Great,Madden NFL 13,Wii U,8.3,Sports,N,2012,11,21
349,Amazing,Far Cry 3,PlayStation 3,9.0,Shooter,Y,2012,11,21
350,Mediocre,Little Inferno,Macintosh,5.0,Puzzle,N,2012,11,27
351,Mediocre,Little Inferno,iPad,5.0,Puzzle,N,2012,11,27
352,Mediocre,Little Inferno,Linux,5.0,Puzzle,N,2012,11,27
353,Mediocre,Little Inferno,iPhone,5.0,Puzzle,N,2012,11,27
354,Great,Little Chomp,iPhone,8.0,Action,N,2012,11,26
355,Amazing,Trine 2: Director's Cut,Wii U,9.0,Action,Y,2012,11,26
356,Awful,LEGO The Lord of the Rings [Portable],Nintendo 3DS,3.8,"Action, Adventure",N,2012,11,26
357,Awful,LEGO The Lord of the Rings [Portable],PlayStation Vita,3.8,"Action, Adventure",N,2012,11,26
358,Okay,LEGO The Lord of the Rings,Xbox 360,6.8,"Action, Adventure",N,2012,11,26
359,Great,Writer Rumble,iPhone,8.2,"Puzzle, Word Game",N,2012,12,10
360,Amazing,Mass Effect,PlayStation 3,9.0,RPG,Y,2012,12,10
361,Great,Guilty Gear XX Accent Core Plus,Xbox 360,8.3,Fighting,N,2012,12,7
362,Great,Guilty Gear XX Accent Core Plus,PlayStation 3,8.3,Fighting,N,2012,12,7
363,Good,Uncharted: Fight For Fortune,PlayStation Vita,7.0,"Card, Battle",N,2012,12,6
364,Good,Modern Combat 4: Zero Hour,iPhone,7.8,Shooter,N,2012,12,6
365,Okay,Wonderbook: Book  of Spells,PlayStation 3,6.0,"Simulation, Adventure",N,2012,12,6
366,Great,Rift: Storm Legion,PC,8.3,RPG,N,2012,12,4
367,Amazing,Joe Danger,iPhone,9.1,Action,Y,2013,1,14
368,Great,DmC: Devil May Cry,Xbox 360,8.9,Action,Y,2013,1,14
369,Mediocre,Anarchy Reigns,Xbox 360,5.9,Action,N,2013,1,11
370,Mediocre,Anarchy Reigns,PlayStation 3,5.9,Action,N,2013,1,11
371,Great,Kentucky Route Zero: Act 1,PC,8.3,Adventure,N,2013,1,11
372,Okay,Primordia,PC,6.8,Adventure,N,2013,1,11
373,Amazing,Mutant Mudds,iPhone,9.1,Platformer,Y,2013,1,10
374,Amazing,Far Cry 3,Xbox 360,9.0,Shooter,Y,2012,11,21
375,Amazing,Mass Effect 3 (Special Edition),Wii U,9.5,RPG,N,2012,11,21
376,Amazing,Nano Assault Neo,Wii U,9.0,Shooter,Y,2012,11,20
377,Good,Disney Epic Mickey: Power of Illusion,Nintendo 3DS,7.0,"Action, Adventure",N,2012,11,20
378,Great,Assassin's Creed III,Wii U,8.5,"Action, Adventure",N,2012,11,20
379,Amazing,Borderlands 2: Mr. Torgue's Campaign of Carnage,PC,9.2,"Shooter, RPG",Y,2012,11,20
380,Great,Scribblenauts Unlimited,PC,8.8,"Puzzle, Action",Y,2012,11,20
381,Amazing,Borderlands 2: Mr. Torgue's Campaign of Carnage,Xbox 360,9.2,"Shooter, RPG",Y,2012,11,20
382,Great,PlayStation All-Stars Battle Royale,PlayStation Vita,8.0,Fighting,N,2012,11,20
383,Good,Jetpack Joyride,PlayStation Portable,7.4,Platformer,N,2012,11,26
384,Okay,LEGO The Lord of the Rings,PlayStation 3,6.8,"Action, Adventure",N,2012,11,26
385,Good,The Walking Dead: Assault,iPhone,7.5,Adventure,N,2012,12,4
386,Good,Miasmata,PC,7.9,Adventure,N,2012,12,4
387,Good,Bladeslinger: Episode 1,iPhone,7.2,Action,N,2012,12,3
388,Mediocre,Funky Barn,Wii U,5.0,Simulation,N,2012,12,3
389,Awful,ESPN Sports Connection,Wii U,3.0,Sports,N,2012,12,3
390,Great,Sonic & All-Stars Racing Transformed,Wii U,8.8,"Racing, Action",N,2012,11,30
391,Awful,Infestation: Survivor Stories,PC,3.0,Action,N,2013,1,8
392,Good,Labyrinth Legends,PlayStation 3,7.7,RPG,N,2013,1,7
393,Mediocre,Ace of Spades,PC,5.9,Shooter,N,2013,1,4
394,Good,Monsters Inc. Run,iPhone,7.7,Action,N,2013,1,3
395,Good,Pudding Monsters,iPhone,7.3,"Puzzle, Adventure",N,2012,12,20
396,Amazing,Borderlands 2: Mr. Torgue's Campaign of Carnage,PlayStation 3,9.2,"Shooter, RPG",Y,2012,11,20
397,Great,PlayStation All-Stars Battle Royale,PlayStation 3,8.0,Fighting,N,2012,11,20
398,Amazing,NBA 2K13,Wii U,9.1,Sports,Y,2012,11,20
399,Amazing,The Walking Dead: The Game -- Episode 5: No Time Left,Xbox 360,9.5,Adventure,Y,2012,11,19
400,Mediocre,NFL Quarterback Club '97,PlayStation,5.0,Sports,N,1996,11,25
401,Okay,Namco Museum Vol. 2,PlayStation,6.0,"Action, Compilation",N,1996,11,25
402,Awful,Raven Project,PlayStation,3.0,Action,N,1996,11,25
403,Okay,Silverload,PlayStation,6.0,Adventure,N,1996,11,25
404,Good,Return Fire,PlayStation,7.0,Action,N,1996,11,25
405,Painful,Rise 2: Resurrection,PlayStation,2.0,Fighting,N,1996,11,25
406,Okay,Robo Pit,PlayStation,6.5,Fighting,N,1996,11,25
407,Okay,NBA ShootOut,PlayStation,6.0,Sports,N,1996,11,25
408,Bad,Beyond The Beyond,PlayStation,4.0,RPG,N,1996,11,21
409,Good,Crash Bandicoot,PlayStation,7.5,Platformer,N,1996,11,21
410,Great,Bust-A-Move 2: Arcade Edition,PlayStation,8.0,Puzzle,N,1996,11,21
411,Mediocre,CyberSpeed,PlayStation,5.0,Racing,N,1996,11,21
412,Good,D,PlayStation,7.0,Adventure,N,1996,11,21
413,Okay,Assault Rigs,PlayStation,6.0,Action,N,1996,11,21
414,Mediocre,ESPN Extreme Games,PlayStation,5.0,Sports,N,1996,11,21
415,Good,Doom (1993),PlayStation,7.0,Shooter,N,1996,11,21
416,Great,Bottom of the 9th,PlayStation,8.0,Sports,N,1996,11,21
417,Good,Adidas Power Soccer,PlayStation,7.0,Sports,N,1996,11,21
418,Painful,Agile Warrior F-111X,PlayStation,2.0,Action,N,1996,11,21
419,Great,Alien Trilogy,PlayStation,8.0,Action,N,1996,11,21
420,Okay,Alone in the Dark: One Eyed Jack's Revenge,PlayStation,6.0,Adventure,N,1996,11,21
421,Good,Fade to Black,PlayStation,7.0,Adventure,N,1996,11,21
422,Good,Die Hard Trilogy,PlayStation,7.5,Action,N,1996,11,21
423,Good,Discworld,PlayStation,7.0,Adventure,N,1996,11,21
424,Okay,Battle Arena Toshinden 2,PlayStation,6.0,Fighting,N,1996,11,21
425,Okay,A-Train,PlayStation,6.0,Strategy,N,1996,11,21
426,Bad,Casper -- A Haunting 3D Challenge,PlayStation,4.0,Action,N,1996,11,21
427,Okay,Bogey Dead 6,PlayStation,6.0,"Flight, Action",N,1996,11,21
428,Great,Namco Museum Vol. 1,PlayStation,8.0,"Action, Compilation",N,1996,11,25
429,Good,Road & Track Presents: The Need for Speed,PlayStation,7.0,Racing,N,1996,11,25
430,Okay,Romance of the Three Kingdoms IV: Wall of Fire,PlayStation,6.0,Strategy,N,1996,11,25
431,Good,PGA Tour '96,PlayStation,7.0,Sports,N,1996,11,25
432,Good,Rayman,PlayStation,7.0,Platformer,N,1996,11,25
433,Okay,Raiden Project,PlayStation,6.0,Shooter,N,1996,11,25
434,Great,Andretti Racing,PlayStation,8.0,Racing,N,1996,11,21
435,Good,Discworld,PlayStation,7.0,Adventure,N,1996,11,21
436,Good,Die Hard Trilogy,PlayStation,7.5,Action,N,1996,11,21
437,Awful,Gunship,PlayStation,3.0,Simulation,N,1996,11,25
438,Okay,Olympic Summer Games: Atlanta '96,PlayStation,6.0,Sports,N,1996,11,25
439,Unbearable,Revolution X,PlayStation,1.0,Action,N,1996,11,25
440,Bad,Shockwave Assault,PlayStation,4.0,Action,N,1996,11,25
441,Bad,HardBall 5,PlayStation,4.0,Sports,N,1996,11,25
442,Good,Twisted Metal [1996],PlayStation,7.0,Action,N,1996,11,26
443,Amazing,WipEout XL,PlayStation,9.0,Racing,Y,1996,11,26
444,Great,WipEout,PlayStation,8.0,Racing,N,1996,11,26
445,Great,Tobal No. 1,PlayStation,8.7,Fighting,Y,1996,11,26
446,Great,Star Gladiator Episode 1: Final Crusade,PlayStation,8.0,Fighting,N,1996,11,26
447,Good,Starfighter,PlayStation,7.0,Action,N,1996,11,26
448,Good,Battle Arena Toshinden,PlayStation,7.0,Fighting,N,1996,11,21
449,Good,Destruction Derby,PlayStation,7.0,"Racing, Action",N,1996,11,21
450,Great,Aquanaut's Holiday,PlayStation,8.0,Simulation,N,1996,11,21
451,Painful,Creature Shock (Special Edition),PlayStation,2.0,Action,N,1996,11,21
452,Good,Air Combat,PlayStation,7.0,"Flight, Action",N,1996,11,21
453,Good,Descent,PlayStation,7.0,Action,N,1996,11,21
454,Mediocre,Cyber Sled,PlayStation,5.0,Action,N,1996,11,21
455,Good,DEFCON 5,PlayStation,7.0,Action,N,1996,11,21
456,Mediocre,The King of Fighters '95,PlayStation,5.0,Fighting,N,1996,11,25
457,Great,Jumping Flash! 2,PlayStation,8.0,Platformer,N,1996,11,25
458,Bad,Epidemic,PlayStation,4.0,Action,N,1996,11,25
459,Mediocre,Philosoma,PlayStation,5.0,Action,N,1996,11,25
460,Mediocre,NBA In the Zone,PlayStation,5.0,Sports,N,1996,11,25
461,Good,Magic Carpet,PlayStation,7.5,Action,N,1996,11,25
462,Painful,Power Serve 3D Tennis,PlayStation,2.0,Sports,N,1996,11,25
463,Great,Resident Evil [1996],PlayStation,8.7,"Action, Adventure",N,1996,11,25
464,Okay,NCAA GameBreaker,PlayStation,6.8,Sports,N,1996,11,25
465,Okay,Project: Horned Owl,PlayStation,6.0,Shooter,N,1996,11,25
466,Okay,Frank Thomas: Big Hurt Baseball,PC,6.0,Sports,N,1996,11,25
467,Good,Goal Storm,PlayStation,7.0,Sports,N,1996,11,25
468,Awful,In the Hunt,PlayStation,3.0,Action,N,1996,11,25
469,Good,International Track & Field,PlayStation,7.0,Sports,N,1996,11,25
470,Painful,Novastorm,PlayStation,2.0,Shooter,N,1996,11,25
471,Great,PO'ed,PlayStation,8.0,Action,N,1996,11,25
472,Okay,NBA Jam: Tournament Edition,PlayStation,6.5,Sports,N,1996,11,25
473,Good,WWF Wrestlemania: The Arcade Game,PlayStation,7.0,Wrestling,N,1996,11,26
474,Good,Williams Arcade's Greatest Hits,PlayStation,7.0,Compilation,N,1996,11,26
475,Okay,Tetris Plus,PlayStation,6.0,Puzzle,N,1996,11,26
476,Mediocre,Slam 'n Jam '96: Featuring Magic and Kareem,PlayStation,5.0,Sports,N,1996,11,26
477,Bad,V-Tennis,PlayStation,4.0,Sports,N,1996,11,26
478,Good,Tokyo Highway Battle,PlayStation,7.0,Racing,N,1996,11,26
479,Mediocre,Zero Divide,PlayStation,5.0,Fighting,N,1996,11,26
480,Amazing,X-COM: UFO Defense,PlayStation,9.0,Strategy,Y,1996,11,26
481,Okay,Darkstalkers: The Night Warriors,PlayStation,6.5,Fighting,N,1996,11,21
482,Good,FIFA Soccer '96,PlayStation,7.8,Sports,N,1996,11,21
483,Bad,Mortal Kombat Trilogy,Nintendo 64,4.1,Fighting,N,1996,11,20
484,Amazing,Wave Race 64,Nintendo 64,9.7,Racing,Y,1996,11,15
485,Mediocre,Battle Arena Toshinden Remix,Saturn,5.0,Fighting,N,1996,11,15
486,Bad,Cruis'n USA,Nintendo 64,4.0,Racing,N,1996,11,14
487,Mediocre,Batman Forever: The Arcade Game,PlayStation,5.0,Action,N,1996,11,2
488,Great,Pilotwings 64,Nintendo 64,8.2,Flight,N,1996,9,25
489,Mediocre,Road Rash,PlayStation,5.0,"Racing, Action",N,1996,11,25
490,Good,Ridge Racer [1995],PlayStation,7.5,Racing,N,1996,11,25
491,Good,Shellshock,PlayStation,7.0,Action,N,1996,11,25
492,Good,SimCity 2000,PlayStation,7.0,Strategy,N,1996,11,25
493,Good,Street Fighter Alpha: Warriors' Dreams,PlayStation,7.0,Fighting,N,1996,11,25
494,Awful,The Hive,PlayStation,3.0,Action,N,1996,11,25
495,Good,Loaded,PlayStation,7.5,Shooter,N,1996,11,25
496,Unbearable,Revolution X,PlayStation,1.0,Action,N,1996,11,25
497,Okay,Olympic Summer Games: Atlanta '96,PlayStation,6.0,Sports,N,1996,11,25
498,Good,NBA Live '96,PlayStation,7.0,Sports,N,1996,11,25
499,Painful,Psychic Detective,PlayStation,2.0,Adventure,N,1996,11,25
500,Amazing,NHL FaceOff,PlayStation,9.0,Sports,N,1996,11,25
501,Great,NFL GameDay,PlayStation,8.0,Sports,N,1996,11,25
502,Awful,Kileak: The DNA Imperative,PlayStation,3.0,Action,N,1996,11,25
503,Awful,Raven Project,PlayStation,3.0,Action,N,1996,11,25
504,Okay,Silverload,PlayStation,6.0,Adventure,N,1996,11,25
505,Great,Formula 1,PlayStation,8.0,Racing,N,1996,11,25
506,Great,Worms,PlayStation,8.0,Strategy,N,1996,11,26
507,Mediocre,Zoop,PlayStation,5.0,Puzzle,N,1996,11,26
508,Painful,Space Griffon,PlayStation,2.0,Action,N,1996,11,26
509,Amazing,Tekken 2,PlayStation,9.0,Fighting,Y,1996,11,26
510,Great,Warhawk,PlayStation,8.7,"Flight, Action",N,1996,11,26
511,Good,Rayman,PlayStation,7.0,Platformer,N,1996,11,25
512,Okay,Romance of the Three Kingdoms IV: Wall of Fire,PlayStation,6.0,Strategy,N,1996,11,25
513,Bad,Advanced Dungeons & Dragons: Iron & Blood -- Warriors of Ravenloft,PlayStation,4.0,Fighting,N,1996,11,25
514,Amazing,Super Mario 64,Nintendo 64,9.8,Platformer,Y,1996,9,25
515,Good,Baku Baku,Saturn,7.0,Puzzle,N,1996,6,18
516,Great,The Walking Dead: The Game -- Episode 1: A New Day,Xbox 360,8.5,Adventure,N,1970,1,1
517,Okay,Olympic Soccer,PlayStation,6.0,Sports,N,1996,11,25
518,Bad,Off-World Interceptor Extreme,PlayStation,4.0,Action,N,1996,11,25
519,Okay,Gex,PlayStation,6.0,Platformer,N,1996,11,25
520,Mediocre,Skeleton Warriors,PlayStation,5.0,Action,N,1996,11,25
521,Mediocre,Johnny Bazookatone,PlayStation,5.0,Platformer,N,1996,11,25
522,Good,PGA Tour '96,PlayStation,7.0,Sports,N,1996,11,25
523,Great,Namco Museum Vol. 1,PlayStation,8.0,"Action, Compilation",N,1996,11,25
524,Good,Road & Track Presents: The Need for Speed,PlayStation,7.0,Racing,N,1996,11,25
525,Great,Mario Kart 64,Nintendo 64,8.1,"Racing, Action",Y,1997,2,20
526,Good,Rally Cross,PlayStation,7.0,Racing,N,1997,2,20
527,Okay,Spider,PlayStation,6.0,Action,N,1997,2,14
528,Okay,Grid Runner,PlayStation,6.0,Action,N,1997,2,10
529,Good,Virtual Pool,PlayStation,7.0,Sports,N,1997,2,10
530,Great,Pro-Pinball,PlayStation,8.0,Pinball,N,1997,2,5
531,Good,Deception: Invitation to Darkness,PlayStation,7.0,Strategy,N,1997,2,3
532,Good,Peak Performance,PlayStation,7.0,Racing,N,1997,4,29
533,Painful,Independence Day,PlayStation,2.0,Action,N,1997,4,23
534,Okay,Buster Bros. Collection,PlayStation,6.0,Action,N,1997,4,21
535,Bad,Re-Loaded: The Hardcore Sequel,PlayStation,4.0,Shooter,N,1996,12,24
536,Good,Destruction Derby 2,PlayStation,7.2,Racing,N,1996,12,23
537,Great,Blood Omen: Legacy of Kain,PlayStation,8.5,"Action, RPG",Y,1997,1,31
538,Okay,Tunnel B-1,PlayStation,6.0,Action,N,1997,1,30
539,Good,Doom 64,Nintendo 64,7.4,Shooter,N,1997,1,28
540,Great,NHL FaceOff '97,PlayStation,8.0,Sports,N,1997,1,28
541,Amazing,Super Puzzle Fighter II Turbo,PlayStation,9.0,"Puzzle, Action",Y,1997,1,27
542,Mediocre,NBA Hang Time,Nintendo 64,5.4,Sports,N,1997,1,27
543,Amazing,Suikoden,PlayStation,9.0,RPG,N,1997,1,22
544,Okay,Battle Stations,PlayStation,6.0,Strategy,N,1997,4,16
545,Great,Nanotek Warrior,PlayStation,8.0,Action,N,1997,4,14
546,Okay,Rush Hour,PlayStation,6.0,Racing,N,1997,4,14
547,Good,BRAHMA Force: The Assault On Beltlogger 9,PlayStation,7.0,Action,N,1997,4,10
548,Great,Vandal Hearts,PlayStation,8.0,RPG,N,1997,4,9
549,Great,MechWarrior 2,PlayStation,8.0,Simulation,N,1997,4,8
550,Good,VR Baseball '97,PlayStation,7.0,Sports,N,1997,4,7
551,Okay,Need for Speed II,PlayStation,6.0,Racing,N,1997,4,3
552,Okay,Samurai Shodown III: Blades of Blood,PlayStation,6.5,Fighting,N,1996,12,20
553,Okay,Mortal Kombat Trilogy,PlayStation,6.0,Fighting,N,1996,12,19
554,Mediocre,Pitball,PlayStation,5.0,Action,N,1996,12,18
555,Mediocre,MLB Pennant Race,PlayStation,5.0,Sports,N,1996,12,17
556,Great,Tempest X3: An Inter-Galactic Battle Zone,PlayStation,8.0,Action,N,1996,12,17
557,Mediocre,Project Overkill,PlayStation,5.0,Action,N,1997,1,21
558,Good,Crusader: No Remorse,PlayStation,7.0,Action,N,1997,1,21
559,Great,VR Golf '97,PlayStation,8.0,Sports,N,1997,1,20
560,Awful,Iron Man / XO Manowar in Heavy Metal,PlayStation,3.0,Action,N,1997,1,15
561,Great,Disruptor,PlayStation,8.0,Shooter,N,1997,1,13
562,Good,Final Doom,PlayStation,7.0,Action,N,1997,1,7
563,Good,Twisted Metal 2,PlayStation,7.3,Action,N,1997,1,7
564,Good,NFL GameDay 97,PlayStation,7.8,Sports,N,1997,1,6
565,Great,Jet Moto,PlayStation,8.0,Racing,N,1997,1,3
566,Bad,FIFA Soccer 64,Nintendo 64,4.2,Sports,N,1997,4,1
567,Great,Command & Conquer (1997),PlayStation,8.0,Strategy,N,1997,3,31
568,Okay,Mega Man 8,PlayStation,6.0,Action,N,1997,3,31
569,Okay,Big Bass World Championship,PlayStation,6.0,Hunting,N,1997,3,27
570,Amazing,Blast Corps,Nintendo 64,9.0,Action,Y,1997,3,26
571,Great,NBA Live '97,PlayStation,8.0,Sports,N,1997,3,21
572,Amazing,NBA ShootOut '97,PlayStation,9.0,Sports,Y,1997,3,18
573,Great,Turok: Dinosaur Hunter,Nintendo 64,8.6,Shooter,N,1997,3,11
574,Unbearable,The Crow: City of Angels,PlayStation,1.0,Action,N,1997,3,11
575,Mediocre,Star Wars: Dark Forces,PlayStation,5.0,Action,N,1996,12,13
576,Amazing,Tomb Raider -- Featuring Lara Croft,PlayStation,9.3,Adventure,N,1996,12,13
577,Okay,Pandemonium,PlayStation,6.6,Platformer,N,1996,12,13
578,Good,Cool Boarders,PlayStation,7.0,Sports,N,1996,12,13
579,Amazing,NBA In the Zone 2,PlayStation,9.0,Sports,N,1996,12,12
580,Great,Street Fighter Alpha 2,PlayStation,8.5,Fighting,N,1996,12,11
581,Bad,TNN Motorsports Hardcore 4X4,PlayStation,4.0,Racing,N,1997,1,3
582,Good,Black Dawn,PlayStation,7.5,Simulation,N,1997,1,2
583,Okay,Namco Museum Vol. 3,PlayStation,6.0,"Action, Compilation",N,1997,3,11
584,Bad,Crypt Killer,PlayStation,4.0,Action,N,1997,3,7
585,Amazing,Carnage Heart,PlayStation,9.2,Strategy,N,1997,3,5
586,Great,Soul Blade,PlayStation,8.3,Fighting,Y,1997,3,3
587,Okay,Hi-Octane,PlayStation,6.0,Racing,N,1997,3,2
588,Okay,Star Wars: Shadows of the Empire,Nintendo 64,6.5,Action,N,1996,12,9
589,Good,Wayne Gretzky's 3D Hockey,Nintendo 64,7.1,Sports,N,1996,12,5
590,Okay,Killer Instinct Gold,Nintendo 64,6.5,Fighting,N,1996,12,4
591,Awful,Spot Goes to Hollywood,PlayStation,3.0,Platformer,N,1996,11,26
592,Okay,Space Hulk: Vengeance of the Blood Angels,PlayStation,6.0,Action,N,1996,11,26
593,Good,Tekken,PlayStation,7.5,Fighting,N,1996,11,26
594,Good,VR Soccer '96,PlayStation,7.7,Sports,N,1996,11,26
595,Awful,Top Gun: Fire At Will,PlayStation,3.0,Simulation,N,1996,11,26
596,Mediocre,World Cup Golf: Professional Edition,PlayStation,5.0,Sports,N,1996,11,26
597,Great,Tobal No. 1,PlayStation,8.7,Fighting,Y,1996,11,26
598,Good,Twisted Metal [1996],PlayStation,7.0,Action,N,1996,11,26
599,Amazing,WipEout XL,PlayStation,9.0,Racing,Y,1996,11,26
600,Awful,Doraemon Nobita & The 3 Fairy Spirit Stones,Nintendo 64,3.0,Platformer,N,1997,6,11
601,Great,Xevious 3D/G+,PlayStation,8.0,Shooter,N,1997,6,11
602,Good,Thunder Truck Rally,PlayStation,7.0,Racing,N,1997,6,3
603,Bad,NBA Hang Time,PlayStation,4.0,Sports,N,1997,6,3
604,Mediocre,All-Star Baseball '97 Featuring Frank Thomas,PlayStation,5.0,Sports,N,1997,6,2
605,Bad,War Gods,Nintendo 64,4.3,Fighting,N,1997,5,29
606,Okay,Broken Helix,PlayStation,6.0,"Action, Adventure",N,1997,5,29
607,Good,Codename: Tenka,PlayStation,7.0,Shooter,N,1997,5,27
608,Bad,War Gods,PlayStation,4.0,Fighting,N,1997,5,23
609,Mediocre,Hexen,PlayStation,5.0,Action,N,1997,5,23
610,Good,Descent Maximum,PlayStation,7.5,Action,N,1997,5,23
611,Mediocre,The City of Lost Children,PlayStation,5.0,Adventure,N,1997,5,23
612,Bad,Wing Commander IV: The Price of Freedom,PlayStation,4.0,Simulation,N,1997,5,21
613,Okay,Overblood,PlayStation,6.0,Adventure,N,1997,5,20
614,Great,Wild ARMs,PlayStation,8.0,RPG,N,1997,5,20
615,Good,Rage Racer,PlayStation,7.0,Racing,N,1997,5,19
616,Great,Star Fox 64,Nintendo 64,8.7,"Flight, Action",N,1997,5,16
617,Mediocre,Swagman,PlayStation,5.0,Action,N,1997,5,15
618,Okay,Grand Slam,PlayStation,6.0,Sports,N,1997,5,13
619,Amazing,Triple Play '98,PlayStation,9.2,Sports,N,1997,5,13
620,Okay,Norse By Norse West: The Return of the Lost Vikings,PlayStation,6.0,Platformer,N,1997,5,12
621,Good,Tail of the Sun,PlayStation,7.0,Adventure,N,1997,5,9
622,Okay,Goal Storm '97,PlayStation,6.0,Sports,N,1997,5,6
623,Mediocre,Sentient [1997],PlayStation,5.0,Adventure,N,1997,5,1
624,Mediocre,Psychic Force,PlayStation,5.0,Fighting,N,1997,4,29
625,Good,NHL Powerplay '98,PlayStation,7.0,Sports,N,1997,8,28
626,Good,Madden NFL '98,PlayStation,7.0,Sports,N,1997,8,26
627,Mediocre,The Lost World: Jurassic Park,PlayStation,5.0,Action,N,1997,8,26
628,Great,NFL GameDay 98,PlayStation,8.8,Sports,Y,1997,8,26
629,Amazing,GoldenEye 007,Nintendo 64,9.7,Shooter,Y,1997,8,25
630,Amazing,Ace Combat 2,PlayStation,9.0,"Flight, Action",Y,1997,8,22
631,Good,Warcraft II: The Dark Saga,PlayStation,7.0,Strategy,N,1997,8,20
632,Mediocre,Machine Hunter,PlayStation,5.0,Action,N,1997,8,19
633,Great,Tetrisphere,Nintendo 64,8.0,Puzzle,N,1997,8,13
634,Okay,Ogre Battle,PlayStation,6.0,Strategy,N,1997,8,8
635,Great,Porsche Challenge,PlayStation,8.0,Racing,N,1997,8,5
636,Good,NCAA Football '98,PlayStation,7.0,Sports,N,1997,8,5
637,Bad,Lethal Enforcers I & II,PlayStation,4.0,Action,N,1997,8,5
638,Mediocre,VMX Racing,PlayStation,5.0,Racing,N,1997,7,25
639,Great,Duke Nukem 64,Nintendo 64,8.0,Shooter,N,1997,11,14
640,Great,NBA Live '98,PlayStation,8.0,Sports,N,1997,11,13
641,Good,Jet Moto 2,PlayStation,7.0,Racing,N,1997,11,12
642,Good,Cool Boarders 2,PlayStation,7.2,Sports,N,1997,11,11
643,Great,Time Crisis,PlayStation,8.0,Action,Y,1997,11,11
644,Mediocre,Maximum Force,PlayStation,5.0,Shooter,N,1997,9,25
645,Great,Treasures of the Deep,PlayStation,8.0,Adventure,N,1997,9,24
646,Okay,Discworld II: Mortality Bytes!,PlayStation,6.0,Adventure,N,1997,9,24
647,Good,Nuclear Strike,PlayStation,7.6,Action,N,1997,9,24
648,Great,NHL FaceOff '98,PlayStation,8.0,Sports,N,1997,9,24
649,Great,NASCAR 98,PlayStation,8.0,Racing,N,1997,9,23
650,Great,MLB '98,PlayStation,8.0,Sports,N,1997,7,23
651,Okay,Herc's Adventures,PlayStation,6.0,Action,N,1997,7,18
652,Okay,Namco Museum Vol. 4,PlayStation,6.0,"Action, Compilation",N,1997,7,18
653,Mediocre,Syndicate Wars,PlayStation,5.0,Shooter,N,1997,7,16
654,Mediocre,Dark Rift,Nintendo 64,5.4,Fighting,N,1997,7,10
655,Okay,Hercules,PlayStation,6.0,Action,N,1997,7,3
656,Okay,Battlesport,PlayStation,6.0,Action,N,1997,7,2
657,Good,Darklight Conflict,PlayStation,7.0,Action,N,1997,6,30
658,Good,Dynasty Warriors,PlayStation,7.8,Fighting,N,1997,6,27
659,Bad,F1 Pole Position 64,Nintendo 64,4.1,Racing,N,1997,10,24
660,Good,Madden Football 64,Nintendo 64,7.8,Sports,N,1997,10,24
661,Great,1080° Snowboarding,Nintendo 64,8.6,Sports,Y,1998,4,2
662,Mediocre,San Francisco Rush: Extreme Racing,PlayStation,5.0,Racing,N,1998,4,2
663,Painful,Judge Dredd,PlayStation,2.0,Shooter,N,1998,4,1
